customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
6005.03,23749.0,77.0,20,6,0,4,151.55
6869.19,0.0,69.0,18,71,2,2,331.2
3054.54,0.0,88.0,29,19,0,1,422.4
4874.22,92783.0,61.0,1,47,0,6,6.67
2747.43,83502.0,68.0,25,36,0,1,368.96
8717.05,83846.0,74.0,22,94,3,2,355.2
4099.66,18606.0,110.0,12,45,1,1,568.84
8189.97,72191.0,68.0,19,48,0,2,209.39
5225.03,57733.0,66.0,24,66,0,5,393.53
7949.28,63688.0,99.0,28,93,0,6,475.2
3135.41,55855.0,79.0,10,71,0,1,273.0
3939.01,60021.0,99.0,12,28,0,1,882.87
5325.72,0.0,73.0,17,44,0,7,496.47
19483.24,74300.0,122.0,23,38,0,2,354.55
3459.23,0.0,96.0,6,8,0,1,460.8
17103.79,51747.0,71.0,8,71,0,2,340.8
2753.31,28887.0,73.0,16,15,2,1,425.82
12866.89,0.0,189.0,24,93,0,6,1415.58
4420.25,0.0,68.0,0,93,3,5,546.42
2756.47,43540.0,70.0,29,60,0,1,117.59
7743.92,96961.0,64.0,24,99,0,2,81.38
8169.75,32799.0,104.0,7,27,0,3,499.2
3569.86,0.0,101.0,12,38,0,1,1201.09
10656.88,72540.0,88.0,7,3,0,2,631.74
7092.64,35173.0,180.0,24,9,2,1,415.33
2777.34,65431.0,69.0,7,90,0,1,331.2
7550.42,0.0,100.0,20,48,0,6,480.0
4727.35,0.0,72.0,23,7,0,3,345.6
14274.55,0.0,84.0,35,42,0,2,604.8
9559.34,40672.0,121.0,28,99,0,3,580.8
8879.79,52583.0,113.0,12,59,0,7,528.2
5525.47,64816.0,69.0,30,33,0,7,331.2
5923.21,36685.0,74.0,15,25,0,5,355.2
8501.65,0.0,136.0,20,98,3,6,979.2
40235.97,77143.0,125.0,5,49,3,2,176.01
2584.82,60942.0,64.0,11,56,0,1,288.21
19278.82,0.0,61.0,12,77,0,2,366.6
11981.98,21514.0,62.0,0,59,0,2,257.25
3933.81,25927.0,103.0,6,20,0,1,674.97
2491.26,25965.0,65.0,23,27,0,1,329.21
7431.66,27688.0,92.0,8,86,0,9,572.35
7865.18,75490.0,97.0,33,20,0,7,43.08
15978.91,33871.0,136.0,2,23,0,2,933.62
2113.86,0.0,65.0,27,37,2,1,468.0
8661.74,85470.0,109.0,23,31,0,6,523.2
5625.31,97095.0,70.0,4,8,0,5,208.04
4592.15,73604.0,114.0,15,89,0,1,184.22
3709.92,0.0,112.0,13,33,0,1,1082.9
8208.93,40646.0,103.0,22,6,0,8,494.4
5595.39,74454.0,71.0,25,29,0,3,340.8
3413.62,18168.0,87.0,25,50,0,1,417.6
6325.03,0.0,89.0,4,86,0,7,614.57
6393.87,0.0,66.0,4,6,2,2,316.8
8738.4,43597.0,110.0,20,24,0,6,528.0
4836.39,0.0,140.0,15,87,0,1,672.0
24967.76,66825.0,69.0,11,47,0,2,70.03
5409.96,0.0,62.0,1,9,5,2,297.6
2344.23,0.0,74.0,13,42,1,1,532.8
15173.97,22448.0,126.0,20,32,0,2,604.8
11124.21,42596.0,96.0,8,82,0,2,42.29
4863.27,0.0,70.0,3,35,0,5,646.79
5577.54,97868.0,70.0,5,22,1,3,267.79
4526.95,92921.0,112.0,35,49,0,1,109.29
2519.57,41372.0,64.0,21,32,0,1,307.2
4892.42,26660.0,63.0,23,40,0,8,453.6
18943.27,58851.0,79.0,11,33,1,2,494.19
8564.77,95697.0,107.0,29,29,0,9,178.01
4419.54,0.0,112.0,16,12,0,1,537.6
5637.74,0.0,84.0,4,52,1,4,403.2
5047.48,81741.0,64.0,10,94,0,8,186.45
4913.12,48295.0,63.0,25,96,0,8,290.3
5799.06,65538.0,72.0,24,86,0,3,261.34
5568.98,53997.0,69.0,26,3,0,3,345.16
3861.49,93272.0,95.0,3,54,0,1,281.11
2912.91,68899.0,74.0,6,60,0,1,66.1
6980.33,0.0,67.0,20,14,0,2,321.6
6769.32,0.0,97.0,31,43,0,7,698.4
8193.56,54950.0,103.0,25,75,0,7,480.58
7519.13,96306.0,95.0,12,17,1,6,185.36
3746.03,70342.0,96.0,3,99,1,1,685.91
2592.44,72421.0,65.0,8,23,0,1,312.0
4548.29,0.0,132.0,5,88,3,1,950.4
2885.0,77748.0,72.0,1,51,0,1,7.21
4883.55,19096.0,64.0,17,5,0,3,374.9
9061.06,73876.0,112.0,19,71,0,8,419.3
16728.34,0.0,237.0,1,29,0,5,1706.4
11177.75,20742.0,100.0,17,52,0,2,455.85
4364.31,44804.0,114.0,15,13,0,1,778.35
22940.38,52993.0,64.0,16,86,0,2,304.7
4926.28,49185.0,61.0,11,92,0,8,126.95
23086.36,69240.0,194.0,16,29,0,2,744.77
5149.3,26877.0,131.0,5,2,0,1,628.8
8016.75,82828.0,67.0,14,36,1,2,217.47
2538.86,99824.0,63.0,1,56,0,1,302.4
10498.93,30352.0,89.0,21,13,0,2,146.11
2448.65,0.0,69.0,7,68,0,1,331.2
6057.07,27681.0,83.0,13,62,0,9,398.4
8295.84,85478.0,103.0,29,15,0,6,224.16
2786.66,94310.0,70.0,1,76,4,1,430.77
25464.82,13663.0,97.0,1,66,0,2,465.6
11469.63,10384.0,151.0,5,72,0,5,914.43
3557.37,17272.0,93.0,30,58,0,1,446.4
8317.3,64367.0,104.0,2,14,0,9,96.43
7601.95,47519.0,96.0,21,2,0,4,245.25
9426.97,26263.0,85.0,11,31,0,2,475.16
6418.85,0.0,63.0,30,34,0,2,556.86
6788.08,0.0,93.0,2,70,0,9,855.34
3358.66,77309.0,83.0,22,6,0,1,596.32
2439.93,50876.0,61.0,13,60,0,1,171.25
4505.85,20284.0,65.0,14,84,1,3,532.81
2309.6,22567.0,69.0,6,12,0,1,496.8
2541.52,63546.0,64.0,1,53,0,1,131.81
6414.08,0.0,89.0,0,12,0,5,640.8
2585.21,28137.0,65.0,23,2,0,1,312.0
2961.31,22608.0,77.0,5,10,0,1,369.6
2759.98,92296.0,69.0,4,65,0,1,331.2
3341.68,0.0,69.0,9,72,5,3,331.2
5169.5,12430.0,73.0,22,13,0,4,350.4
4117.37,0.0,116.0,19,99,0,1,1301.8
5552.6,50470.0,71.0,1,87,0,8,377.5
7285.03,44788.0,61.0,6,48,0,2,386.03
13916.93,52423.0,119.0,2,80,1,2,571.2
11044.43,29696.0,139.0,17,41,0,3,478.11
3531.04,26884.0,89.0,11,84,0,1,238.13
2759.62,64388.0,69.0,12,51,0,1,331.2
6500.41,0.0,61.0,13,37,0,2,292.8
6369.26,34498.0,83.0,30,72,0,7,398.4
13083.49,73060.0,108.0,9,78,0,2,518.4
2150.91,0.0,63.0,8,83,0,1,453.6
8447.89,61337.0,105.0,35,46,0,9,2.54
5075.42,0.0,73.0,28,8,0,3,350.4
3527.85,59496.0,88.0,22,64,0,1,189.14
13061.52,0.0,180.0,4,45,0,6,1474.27
6259.51,37813.0,78.0,4,26,1,5,39.78
16681.33,55907.0,104.0,23,64,0,2,499.2
5791.61,80480.0,72.0,6,55,0,7,242.84
7980.49,72734.0,66.0,7,96,0,2,195.22
2767.5,0.0,72.0,27,60,0,1,22.33
2975.26,36548.0,76.0,10,95,0,1,547.2
4178.59,62113.0,104.0,1,0,0,1,5.89
4734.26,0.0,67.0,7,75,0,5,747.46
4315.79,41252.0,109.0,25,31,0,1,514.06
6126.57,61139.0,76.0,4,16,0,4,364.8
2694.6,26744.0,68.0,16,61,0,1,326.4
9338.08,0.0,132.0,17,34,0,3,950.4
18680.99,74640.0,66.0,0,44,0,2,375.51
2551.35,88126.0,64.0,27,71,1,1,151.97
2808.08,55005.0,70.0,31,39,1,1,336.0
9710.29,33190.0,123.0,1,95,0,4,40.95
15190.65,0.0,71.0,4,64,4,2,839.59
4069.78,0.0,117.0,0,42,0,1,609.8
6612.22,0.0,97.0,31,34,2,9,669.4
2030.78,0.0,64.0,0,8,1,1,731.48
5090.45,25226.0,71.0,13,97,1,4,340.8
3353.38,63398.0,83.0,29,46,0,1,292.21
8532.99,30092.0,108.0,33,90,0,9,192.27
2647.52,37876.0,69.0,13,15,0,1,300.06
6071.91,12201.0,84.0,14,63,0,4,604.8
9061.77,37970.0,115.0,8,44,0,3,124.97
2531.59,28898.0,67.0,15,85,0,1,82.81
2467.13,23845.0,61.0,33,34,0,1,292.8
7408.17,62810.0,187.0,14,22,1,1,32.87
3452.41,65773.0,89.0,24,35,4,1,245.31
4481.39,0.0,69.0,1,25,0,4,232.18
21235.45,0.0,86.0,29,45,0,2,568.75
3370.07,0.0,95.0,14,15,1,1,476.9
3746.75,41479.0,94.0,14,38,1,1,19.58
5129.61,72433.0,126.0,34,48,0,1,343.14
12300.0,74586.0,103.0,14,19,0,2,494.4
18065.27,0.0,234.0,11,26,0,7,1135.14
19644.76,67326.0,69.0,17,32,0,2,331.2
35900.08,25285.0,114.0,12,84,0,2,547.2
6838.77,15871.0,89.0,20,19,0,4,427.2
6519.29,38795.0,82.0,30,41,1,3,393.6
5712.38,24882.0,72.0,13,20,0,8,345.6
5126.54,33169.0,128.0,33,14,0,1,614.4
4984.62,86305.0,62.0,1,99,0,5,80.73
4102.2,0.0,112.0,31,21,0,1,537.6
4111.2,32210.0,103.0,16,97,0,1,494.4
11085.88,69090.0,139.0,24,11,0,5,387.22
4745.68,0.0,63.0,23,88,0,3,523.34
5837.53,83308.0,73.0,3,81,1,7,419.47
19190.32,39034.0,68.0,10,55,0,2,466.45
6444.08,46750.0,82.0,20,74,1,3,672.03
7255.58,39786.0,91.0,2,91,1,9,365.84
8197.71,56788.0,108.0,22,34,5,7,579.71
4554.91,90156.0,114.0,16,6,0,1,388.35
7069.74,63867.0,89.0,21,4,1,3,432.36
4743.69,83413.0,118.0,0,1,0,1,134.8
4019.38,0.0,118.0,2,48,0,1,566.4
20239.38,36116.0,171.0,27,33,2,2,158.13
2674.73,56342.0,69.0,12,89,0,1,331.2
9206.43,55542.0,117.0,1,76,0,5,310.65
23187.15,58466.0,66.0,7,79,1,2,316.8
4770.55,12964.0,65.0,2,37,0,4,362.77
3768.09,43412.0,94.0,33,38,0,1,509.72
2893.74,82611.0,74.0,23,87,1,1,355.2
11611.95,28915.0,76.0,10,49,0,2,364.8
14246.15,0.0,207.0,13,68,0,6,1490.4
2554.55,0.0,70.0,19,27,0,1,336.0
3226.52,91774.0,81.0,4,21,0,1,285.02
2227.07,27972.0,61.0,7,38,0,1,292.8
10623.41,0.0,96.0,11,16,0,2,460.8
8304.69,0.0,122.0,22,14,2,9,681.33
5155.53,77857.0,64.0,0,99,0,9,160.63
4407.77,0.0,62.0,18,34,0,3,114.1
2955.5,56502.0,74.0,15,78,0,1,355.2
3900.91,95018.0,97.0,21,81,0,1,315.88
4531.37,23705.0,122.0,33,2,4,1,585.6
2813.31,72333.0,70.0,10,20,0,1,177.22
7196.72,0.0,107.0,22,96,0,4,770.4
6301.1,47622.0,80.0,15,13,0,7,305.54
7799.44,0.0,105.0,33,7,0,3,504.0
8292.63,79632.0,106.0,7,72,1,3,344.05
18534.61,16154.0,62.0,31,45,1,2,91.36
2906.3,72211.0,73.0,12,1,0,1,44.91
6089.77,70892.0,76.0,21,32,0,5,206.71
5016.14,49367.0,63.0,16,40,0,9,69.23
15470.6,68086.0,194.0,34,6,0,3,218.34
5680.47,90353.0,70.0,3,64,0,7,72.62
4582.16,49558.0,115.0,1,73,0,1,552.0
8663.55,93485.0,72.0,31,40,0,2,127.1
5274.2,10629.0,74.0,17,15,0,8,532.8
2620.6,10237.0,72.0,31,97,0,1,253.64
4515.18,87517.0,112.0,1,28,1,1,802.28
5533.23,23241.0,70.0,11,14,0,9,504.0
5216.91,60861.0,66.0,8,82,0,4,65.43
7860.09,21726.0,104.0,20,79,0,8,697.01
5016.55,36313.0,67.0,3,38,2,9,300.38
3351.57,29160.0,87.0,25,62,0,1,417.6
6732.2,0.0,99.0,15,79,0,5,712.8
6423.74,0.0,188.0,5,67,0,1,1621.56
4974.87,48139.0,63.0,9,41,0,9,329.49
4739.3,0.0,76.0,28,55,5,3,38.79
6086.43,13688.0,84.0,25,2,0,8,403.2
5016.64,0.0,73.0,16,77,0,9,525.6
7341.79,27649.0,63.0,3,63,0,2,302.4
3215.2,24191.0,80.0,11,32,0,1,103.75
2533.8,0.0,71.0,11,77,0,1,517.06
5340.54,58493.0,67.0,13,53,0,4,321.6
3644.83,82477.0,90.0,1,69,0,1,432.0
6382.05,88663.0,79.0,20,86,0,7,379.2
4303.64,74057.0,109.0,27,24,0,1,523.2
4228.73,0.0,63.0,2,82,2,8,302.4
10426.09,52342.0,66.0,28,28,3,2,316.8
2484.75,42012.0,63.0,13,84,0,1,40.75
8232.76,56021.0,69.0,20,38,0,2,279.51
21768.7,35124.0,137.0,18,46,0,2,986.4
2160.92,0.0,62.0,4,49,1,1,439.0
4423.69,0.0,125.0,8,55,0,1,900.0
3691.77,37202.0,93.0,30,86,0,1,322.53
4940.51,65985.0,71.0,3,47,5,4,42.43
8503.94,87771.0,74.0,8,9,4,2,355.2
41143.09,63624.0,115.0,10,40,2,2,306.34
10419.17,80192.0,129.0,8,69,0,9,200.66
4139.9,35945.0,105.0,14,25,0,1,756.0
7627.66,93004.0,63.0,31,2,0,2,205.96
6162.37,0.0,89.0,4,24,0,4,941.35
25807.06,71210.0,214.0,8,89,1,2,1027.2
15506.93,99159.0,190.0,7,14,0,5,912.0
5757.49,81491.0,72.0,21,24,0,3,61.72
39365.3,99875.0,108.0,12,37,0,2,114.97
5555.49,51705.0,139.0,26,79,0,1,545.29
23893.3,39837.0,201.0,11,63,0,2,381.31
9594.78,31421.0,81.0,5,95,0,2,388.8
5411.94,81531.0,135.0,23,50,0,1,420.43
5318.9,25134.0,67.0,3,0,0,6,321.6
7731.71,37386.0,97.0,1,4,0,3,465.6
2004.35,0.0,66.0,16,35,4,1,316.8
5510.97,99553.0,68.0,14,85,0,6,111.59
11158.13,0.0,161.0,19,71,0,9,1159.2
5390.27,70705.0,69.0,31,61,2,6,272.02
2658.22,22724.0,69.0,21,39,0,1,9.42
8826.61,26320.0,111.0,3,92,0,9,603.82
4713.4,0.0,69.0,7,90,0,8,806.53
2393.92,0.0,70.0,24,10,0,1,425.27
11895.18,88218.0,99.0,9,25,0,2,50.32
5580.96,25180.0,70.0,21,44,0,9,235.9
8617.55,48091.0,108.0,30,66,0,9,132.04
3940.12,92539.0,100.0,1,55,0,1,25.71
2448.77,40658.0,61.0,24,79,1,1,38.38
4439.68,75453.0,112.0,6,90,0,1,163.95
2534.95,94003.0,64.0,14,39,0,1,307.2
17420.57,31737.0,218.0,17,2,0,3,1046.4
2393.92,0.0,70.0,24,10,0,1,425.27
2681.33,0.0,71.0,2,94,1,1,340.8
4272.81,0.0,114.0,0,75,0,1,1343.62
15284.33,48885.0,190.0,31,90,0,9,1090.12
20186.35,0.0,79.0,14,22,0,2,379.2
4984.62,86305.0,62.0,1,99,0,5,80.73
5246.28,28909.0,66.0,15,66,0,8,456.7
8827.23,0.0,123.0,35,38,1,3,1088.38
3269.01,26140.0,84.0,23,37,1,1,403.2
16979.8,35095.0,73.0,25,56,0,2,525.6
2479.92,31678.0,63.0,7,3,0,1,76.63
7200.57,28245.0,62.0,0,16,0,2,297.6
7917.12,0.0,72.0,0,97,0,2,345.6
24061.11,19168.0,106.0,12,54,1,2,508.8
19160.99,22705.0,239.0,19,59,0,7,1294.7
23295.06,86481.0,65.0,9,69,0,2,189.97
7553.94,38008.0,68.0,12,40,4,2,321.79
2405.62,63032.0,61.0,5,79,0,1,404.55
4865.37,27228.0,129.0,19,61,4,1,238.26
16388.1,0.0,68.0,5,4,1,2,483.58
2611.15,13424.0,71.0,30,78,0,1,340.8
8688.75,59098.0,110.0,31,73,0,3,665.93
13736.13,16181.0,181.0,22,79,0,8,1261.32
8564.77,95697.0,107.0,29,29,0,9,178.01
7019.18,26806.0,63.0,32,19,0,2,302.4
8114.41,30595.0,69.0,22,36,0,2,446.08
4864.38,88079.0,61.0,16,37,0,3,121.89
8569.42,99803.0,71.0,1,67,0,2,189.14
17793.61,0.0,118.0,26,43,0,2,1118.99
12944.19,0.0,191.0,27,49,0,3,1375.2
2649.21,36283.0,68.0,14,63,1,1,291.41
4582.9,66991.0,115.0,1,71,0,1,399.62
2691.7,34322.0,70.0,20,46,2,1,336.0
2466.38,44855.0,63.0,3,71,1,1,103.61
9277.47,97729.0,115.0,4,48,1,7,221.05
4142.56,48263.0,104.0,2,32,0,1,674.86
27990.27,68343.0,79.0,20,78,0,2,379.2
9409.14,76847.0,118.0,16,52,0,3,31.59
2581.02,35795.0,65.0,25,53,0,1,312.0
7637.11,0.0,71.0,1,29,0,2,340.8
2471.08,53074.0,61.0,5,86,0,1,268.77
2302.82,0.0,63.0,13,48,0,1,732.64
8716.37,28743.0,112.0,9,13,0,3,537.6
5207.99,81839.0,65.0,23,39,1,4,74.67
2719.51,14030.0,72.0,11,3,0,1,345.6
2452.73,32764.0,61.0,30,23,0,1,292.95
3829.09,74775.0,95.0,18,35,0,1,676.66
8873.53,53503.0,114.0,3,43,0,7,547.2
15925.06,34455.0,135.0,8,69,0,2,648.0
2952.36,52198.0,74.0,2,62,0,1,355.2
15923.96,64429.0,133.0,1,58,2,2,222.08
7285.03,44788.0,61.0,6,48,0,2,386.03
13104.3,30130.0,110.0,22,12,0,2,528.0
2436.84,0.0,65.0,34,84,0,1,149.24
9350.87,0.0,275.0,3,64,1,1,1980.0
9035.67,34337.0,113.0,20,44,0,9,542.4
17250.75,22276.0,111.0,19,73,1,2,783.21
2549.08,52980.0,64.0,33,93,0,1,191.95
8954.84,97736.0,74.0,19,22,0,2,60.09
2467.98,0.0,67.0,0,14,0,1,222.9
7700.62,0.0,73.0,18,16,1,2,792.87
3776.67,68727.0,94.0,19,76,0,1,386.52
8044.87,71391.0,67.0,29,39,0,2,284.0
5029.67,62271.0,63.0,30,52,0,3,25.48
19957.79,0.0,187.0,1,7,0,2,1346.4
6179.7,0.0,86.0,12,96,0,8,412.8
5678.05,0.0,76.0,8,44,0,3,364.8
4089.43,28506.0,104.0,27,37,0,1,499.2
3142.88,0.0,86.0,17,35,0,1,412.8
22895.35,0.0,94.0,14,17,0,2,676.8
5586.89,94161.0,69.0,0,65,0,4,108.99
12105.29,33345.0,102.0,34,37,0,2,694.08
11971.98,64195.0,158.0,0,27,4,6,618.29
15328.46,0.0,138.0,1,34,0,2,688.83
5424.26,67414.0,68.0,7,37,0,8,148.78
4981.83,33176.0,63.0,22,75,0,3,302.4
14635.45,0.0,139.0,5,56,0,2,667.2
6862.87,56779.0,86.0,21,16,0,3,435.39
13745.05,40810.0,114.0,8,14,0,2,780.38
8111.65,30622.0,68.0,22,86,0,2,326.4
22712.02,14119.0,67.0,4,53,0,2,68.02
56675.94,77237.0,283.0,33,93,0,2,1358.4
8160.59,24980.0,71.0,34,14,0,2,511.2
3919.37,66676.0,97.0,0,40,0,1,558.1
7286.16,0.0,69.0,4,83,1,2,669.72
7589.63,0.0,69.0,30,97,0,2,331.2
9032.37,0.0,82.0,24,21,0,2,157.21
5555.56,41853.0,71.0,17,51,0,3,155.51
8257.67,23815.0,73.0,4,47,0,2,424.33
2721.75,22885.0,73.0,20,46,0,1,386.25
5230.09,32630.0,66.0,26,40,0,3,202.96
6273.91,18577.0,86.0,21,76,0,6,412.8
5866.07,75952.0,73.0,5,17,0,3,350.4
8802.19,96390.0,73.0,17,47,0,2,316.98
8722.9,25680.0,73.0,10,93,0,2,332.41
8178.52,0.0,112.0,17,29,0,7,806.4
43217.22,51504.0,220.0,30,99,0,2,2552.34
2442.22,0.0,74.0,15,9,3,1,532.8
2919.71,41456.0,73.0,11,19,0,1,257.38
6366.23,44368.0,80.0,5,72,0,3,384.0
17114.33,70961.0,85.0,19,8,0,2,408.0
2395.57,21986.0,63.0,1,9,0,1,333.7
2987.95,0.0,83.0,14,22,0,1,708.69
12780.28,33514.0,105.0,33,2,0,2,265.22
3906.67,60230.0,98.0,13,91,0,1,8.13
2594.59,0.0,70.0,17,47,1,1,494.2
5267.85,40818.0,66.0,6,3,0,6,316.8
9095.05,37937.0,116.0,11,42,0,5,556.8
7122.27,64571.0,89.0,34,91,0,6,452.12
9117.44,0.0,126.0,29,61,0,3,421.91
41075.43,21988.0,209.0,12,62,0,2,1003.2
3486.7,0.0,95.0,12,5,0,1,684.0
7297.69,24672.0,93.0,9,44,0,9,669.6
2502.21,0.0,74.0,26,95,1,1,355.2
9955.49,0.0,96.0,1,79,0,2,460.8
7094.16,72878.0,61.0,0,58,2,2,45.46
12280.77,88340.0,102.0,16,1,0,2,489.6
5773.9,52278.0,73.0,31,91,0,3,235.0
4904.89,12902.0,139.0,3,51,0,1,667.2
3423.82,99816.0,86.0,0,0,0,1,172.91
2689.17,26554.0,68.0,18,86,1,1,391.69
3109.01,77485.0,77.0,0,87,0,1,355.91
22425.26,22537.0,64.0,24,87,1,2,307.2
5705.55,76522.0,71.0,31,71,0,6,340.8
2063.39,0.0,64.0,22,34,3,1,602.91
5096.67,22886.0,65.0,9,81,0,3,312.0
4101.94,0.0,115.0,1,34,0,1,552.0
2537.93,25506.0,65.0,10,16,0,1,312.0
3651.69,0.0,110.0,7,70,0,1,1265.39
10014.06,0.0,98.0,19,17,1,2,705.6
6758.81,0.0,191.0,22,38,0,1,2042.57
5205.91,0.0,72.0,18,91,0,9,345.6
2847.97,96357.0,71.0,4,69,1,1,238.25
11513.36,16266.0,100.0,11,23,0,2,1177.32
7588.36,76516.0,95.0,13,15,0,9,661.01
2389.31,20484.0,61.0,3,89,0,1,181.22
5066.83,40215.0,64.0,11,22,0,3,98.48
36860.91,22854.0,122.0,28,53,0,2,878.4
3961.59,0.0,118.0,6,34,1,1,264.64
8476.81,55217.0,107.0,9,9,2,9,696.12
10110.77,76276.0,86.0,24,19,0,2,93.31
2476.48,47918.0,62.0,2,51,0,1,246.26
4463.0,0.0,73.0,35,52,3,5,350.4
3141.25,43499.0,80.0,8,44,0,1,529.49
2496.14,0.0,72.0,14,58,0,1,518.4
6861.28,0.0,71.0,11,21,3,2,476.2
4983.18,21497.0,128.0,31,58,0,1,614.4
2227.07,27972.0,61.0,7,38,0,1,292.8
9670.18,20942.0,84.0,12,59,0,2,403.2
5088.69,0.0,71.0,31,52,0,4,511.2
7095.13,74298.0,177.0,9,81,0,1,161.54
5437.91,23339.0,138.0,8,31,0,1,666.31
5033.69,77031.0,125.0,17,17,0,1,600.0
14019.83,31739.0,71.0,10,29,0,2,469.88
4877.61,0.0,66.0,4,30,0,5,420.39
3449.49,25236.0,89.0,2,26,0,1,427.2
3771.62,0.0,103.0,25,16,1,1,685.23
5824.82,40964.0,74.0,7,57,0,8,355.2
4379.93,40896.0,109.0,3,61,0,1,319.29
5793.16,95733.0,72.0,19,82,0,3,475.42
2725.68,39161.0,71.0,8,84,3,1,340.8
5790.57,84551.0,72.0,10,82,0,5,28.93
8502.24,12843.0,111.0,6,47,0,3,1143.49
2476.59,71551.0,62.0,10,19,0,1,297.6
2426.96,0.0,71.0,2,5,0,1,511.2
5897.99,77835.0,74.0,2,30,1,4,43.62
4617.39,16764.0,61.0,13,79,0,7,292.8
12521.42,39007.0,105.0,29,16,0,2,1023.84
9079.82,20290.0,113.0,6,75,0,3,766.52
7777.2,46182.0,65.0,23,27,0,2,2.57
5601.68,11920.0,74.0,20,27,0,7,355.2
3459.04,97162.0,86.0,0,63,0,1,32.72
9061.95,42743.0,117.0,5,86,1,6,101.29
6866.09,0.0,64.0,18,59,0,2,40.45
2659.71,0.0,87.0,4,4,3,1,420.04
12332.52,85789.0,105.0,18,54,2,2,122.3
21172.39,0.0,82.0,24,86,0,2,588.27
3677.91,31349.0,93.0,10,32,0,1,446.4
9816.53,37256.0,62.0,15,7,0,2,128.97
4922.17,0.0,69.0,2,76,0,3,331.2
7583.96,0.0,102.0,27,29,0,5,848.16
2685.9,58166.0,67.0,3,19,0,1,91.91
4132.59,0.0,63.0,4,55,1,3,453.6
8622.84,97361.0,73.0,6,85,0,2,350.4
15253.26,51937.0,193.0,5,40,0,9,850.39
4277.56,75921.0,106.0,32,4,0,1,609.68
20096.89,92766.0,71.0,17,15,0,2,379.03
4770.55,12964.0,65.0,2,37,0,4,362.77
7025.65,48117.0,88.0,4,51,0,3,422.4
8265.38,0.0,77.0,17,41,0,2,554.4
24552.87,0.0,118.0,18,66,1,2,966.54
4407.97,66152.0,111.0,14,18,0,1,532.8
2482.2,31093.0,64.0,1,22,0,1,274.96
3858.87,0.0,107.0,15,58,1,1,513.6
11572.1,0.0,166.0,4,49,0,4,1195.2
3645.46,19121.0,95.0,1,18,0,1,915.19
4362.77,0.0,65.0,11,46,0,3,468.0
10425.99,68563.0,131.0,6,44,1,3,350.1
7025.04,24726.0,92.0,18,75,1,5,150.69
7388.73,0.0,97.0,31,24,0,3,638.37
2927.73,51991.0,73.0,4,95,0,1,124.38
8356.18,0.0,118.0,25,29,0,7,153.18
8718.06,89096.0,111.0,1,50,0,3,64.98
35227.3,23031.0,148.0,26,76,0,2,710.4
8697.88,29540.0,73.0,3,23,0,2,350.4
3554.85,58557.0,88.0,4,83,0,1,55.51
2818.31,88816.0,70.0,33,9,0,1,164.28
19045.5,0.0,61.0,2,61,0,2,439.2
2893.81,61809.0,72.0,9,21,0,1,328.0
14439.8,58452.0,186.0,7,13,0,5,892.8
5121.84,57161.0,127.0,20,92,0,1,609.6
2217.66,0.0,65.0,11,69,0,1,111.87
2861.72,90083.0,71.0,23,47,0,1,181.69
5979.72,57693.0,76.0,16,56,0,3,547.2
7377.23,0.0,69.0,16,42,0,2,331.2
6366.23,44368.0,80.0,5,72,0,3,384.0
8657.97,68727.0,72.0,15,49,0,2,171.48
11726.19,40564.0,97.0,0,36,0,2,85.97
5780.18,51066.0,74.0,23,0,0,8,787.99
10058.74,0.0,92.0,30,81,0,2,640.23
7072.93,90551.0,61.0,28,4,4,2,374.53
4787.21,0.0,67.0,16,45,0,5,321.6
3013.44,21353.0,80.0,28,21,0,1,576.0
3472.37,0.0,102.0,25,48,0,1,976.11
5380.9,55350.0,67.0,0,13,0,9,321.6
38230.21,80321.0,105.0,25,1,0,2,166.97
5526.44,94230.0,137.0,21,82,0,1,657.6
4883.12,53305.0,63.0,32,73,0,4,302.4
14203.04,55593.0,182.0,10,48,1,9,677.64
5745.42,0.0,165.0,27,38,0,1,1853.2
9602.08,0.0,94.0,12,3,0,2,676.8
3199.75,0.0,87.0,3,43,0,1,132.49
2758.33,22158.0,74.0,8,92,0,1,355.2
2725.19,81605.0,67.0,7,74,0,1,424.22
5550.15,62219.0,69.0,7,73,0,4,243.24
2619.17,15587.0,71.0,11,48,0,1,136.03
6265.34,0.0,84.0,18,25,1,4,481.03
12313.16,0.0,116.0,7,57,0,2,835.2
10552.43,28505.0,88.0,0,93,0,2,422.4
12022.39,25918.0,104.0,7,30,0,2,996.78
9295.41,0.0,261.0,33,44,0,1,2759.79
7440.92,34137.0,62.0,6,9,0,2,297.6
10302.9,21839.0,137.0,2,70,0,8,657.6
3508.57,20978.0,98.0,19,96,1,1,1176.28
5761.32,83392.0,71.0,30,80,0,3,125.96
10280.81,73661.0,128.0,34,47,0,3,404.33
4783.92,49793.0,121.0,3,55,0,1,640.84
2142.89,0.0,65.0,3,71,0,1,686.77
8738.3,91890.0,107.0,30,28,0,7,156.62
4468.22,0.0,65.0,16,61,0,9,468.0
11315.2,11885.0,101.0,18,39,0,2,484.8
21886.2,43000.0,109.0,27,9,0,2,676.81
7681.55,90043.0,63.0,12,21,0,2,203.23
16702.7,0.0,72.0,34,46,0,2,345.6
5015.01,48567.0,130.0,12,15,0,1,624.0
5776.34,27510.0,159.0,5,28,3,1,871.46
